No. ,Location,geo_State,Full_address,Latitude,Longitude,Fee_Type,ERU,Fee,Year_Created,Population,geo_Accuracy Score,geo_Zipcode
1590,Bellingham,WA,Bellingham WA,48.753404,-122.5313495,Tier,,22.6,2001,81862,1,98225
1608,Des Moines,WA ,Des Moines WA ,47.3858961,-122.3484494,Tier,,22.57,1990,30258,0.5,
862,Olivia,MN,Olivia MN,44.7773461,-95.0414478,Tier,,15.67,,2449,1,56277
1686,Stanwood,WA,Stanwood WA,48.2327343,-122.3825948,Tier,,14.2,2015,6231,1,
1613,Edgewood,WA ,Edgewood WA ,47.2307174,-122.3224333,Tier,,13.25,1996,9499,0.5,
614,Valparaiso,IN,Valparaiso IN,41.4754037,-87.1234549,Tier,,12.5,1998,27428,1,46383
585,Logansport,IN,Logansport IN,40.7411638,-86.4184281,Tier,,12.49,,19684,1,46947
1594,Bothell,WA,Bothell WA,47.7735104,-122.2408198,Tier,,12.42,1994,34055,1,98011
1198,Eugene,OR,Eugene OR,44.0608265,-123.2626331,Tier,,12.27,1994,156929,1,97401
1741,Fox Point,WI,Fox Point WI,43.1548095,-87.8985854,Tier,,11.9,2009,6734,0.8,
1598,Burien,WA ,Burien WA ,47.4767173,-122.4212368,Tier,,11.42,2008,33977,0.5,
1452,Lubbock,TX,Lubbock TX,33.5913505,-102.0285272,Tier,,11.18,1993,212365,1,79401
957,Charlotte,NC,Charlotte NC,35.2033533,-80.9799123,Tier,,10.77,1994,695454,1,28201
965,Davidson,NC,Davidson NC,35.4813891,-80.8913238,Tier,,10.73,,7139,1,28036
977,Greenville,NC,Greenville NC,35.603131,-77.5174384,Tier,,10.7,,84554,1,27833
857,North Saint Paul,MN,North Saint Paul MN,45.0138135,-93.0007589,Tier,,10.56,1990,11601,0.9,55109
1221,Oregon City,OR,Oregon City OR,45.3459168,-122.6615595,Tier,,10.24,1993,25754,1,97045
1254,Clarion Borough,PA,Clarion Borough PA,41.2105854,-79.3973775,Tier,,9,2019,5305,1,16214
23,Chino,CA,Chino CA,33.9863926,-117.7377767,Tier,,8.96,1989,77983,1,91708
572,Highland,IN,Highland IN,41.5479797,-87.4914088,Tier,,8.69,,64322,1,46322
1850,Saint Albans,WV,Saint Albans WV,38.378925,-81.8581242,Tier,,8.5,2011,10973,1,25177
956,Chapel Hill,NC,Chapel Hill NC,35.9210777,-79.1093307,Tier,,8.04,2004,48715,1,27514
599,Ossian,IN,Ossian IN,40.8778077,-85.185075,Tier,,8,2005,2943,1,46777
801,Golden Valley,MN,Golden Valley MN,44.9916965,-93.3590741,Tier,,8,1992,20655,0.9,55427
1258,Dormont Borough,PA,Dormont Borough PA,40.3946654,-80.0396798,Tier,1883,8,2015,8319,0.67,17981
61,San Jose,CA,San Jose CA,37.2965315,-122.0975924,Tier,,7.87,1982,945942,1,95110
688,Northampton ,MA,Northampton  MA,42.3295053,-72.8034821,Tier,,7.85,2014,28592,1,
573,Howard County,IN,Howard County IN,40.4697566,-86.2590224,Tier,,7.5,,84964,1,
802,Grand Rapids,MN,Grand Rapids MN,47.2281346,-93.6051213,Tier,,7.5,2004,10862,1,55730
1704,Woodinville,WA,Woodinville WA,47.7506474,-122.1783049,Tier,,7.26,1993,9194,1,
794,Fergus Falls,MN,Fergus Falls MN,46.2786366,-96.1643048,Tier,,7.25,1997,13125,1,56537
986,Kannapolis,NC,Kannapolis NC,35.475967,-80.7294851,Tier,,7.25,,36910,1,28081
644,Leavenworth,KS,Leavenworth KS,39.3115554,-94.9929075,Tier,,7,2018,36210,1,
1515,Layton,UT,Layton UT,41.0770491,-112.0375191,Tier,,6.6,1997,58474,1,84040
1576,Burlington,VT,Burlington VT,44.5507111,-73.3694735,Tier,,6.6,2009,38889,1,5401
1618,Federal Way,WA,Federal Way WA,47.3079874,-122.415506,Tier,,6.59,1990,91085,1,98003
1569,Richmond,VA,Richmond VA,37.5248505,-77.6333447,Tier,,6.41,2009,197790,1,23218
995,Matthews,NC,Matthews NC,35.1272246,-80.7438309,Tier,,6.32,,22127,1,
955,Carrboro,NC,Carrboro NC,35.9210777,-79.1093307,Tier,2800,6.25,2017,21265,1,27510
980,Hillsborough,NC,Hillsborough NC,36.0785537,-79.1336208,Tier,,6.25,2016,6087,1,27278
1269,Harrisburg,PA,Harrisburg PA,40.2080719,-76.8020021,Tier,,6.15,2019,49192,1,17101
882,Rosemount,MN,Rosemount MN,44.7463536,-93.1013468,Tier,,6.12,1992,14619,1,55068
1373,Nashville/Davidson County,TN,Nashville/Davidson County TN,36.186836,-86.9253288,Tier,,6,2009,635475,1,37201
1408,De Soto,TX,De Soto TX,32.6063527,-96.9353423,Tier,,6,2001,50045,1,75115
1430,Harker Heights,TX,Harker Heights TX,31.0591726,-97.7108304,Tier,,6,2002,26026,1,76548
1490,Temple,TX,Temple TX,31.1040925,-97.4569703,Tier,,6,,54514,1,76501
1548,Blacksburg ,VA,Blacksburg  VA,37.2305676,-80.4994946,Tier,,6,2014,42620,1,24060
1579,South Burlington,VT,South Burlington VT,44.4267736,-73.1568286,Tier,,5.94,2005,15814,1,5403
1847,Morgantown,WV,Morgantown WV,39.6351518,-79.9785706,Tier,,5.88,2011,31000,1,26501
1592,Blaine,WA,Blaine WA,48.9766576,-122.800092,Tier,,5.67,1999,4684,1,98230
1023,Washington,NC,Washington NC,35.5684194,-77.0825374,Tier,,5.5,2002,9744,1,
646,Manhattan,KS,Manhattan KS,39.1682873,-96.6549238,Tier,,5.34,1992,44831,1,
59,San Clemente,CA,San Clemente CA,33.4390436,-117.653751,Tier,,5.1,1993,63522,1,92672
641,Junction City,KS,Junction City KS,39.0380009,-96.8798479,Tier,,5,,18886,1,
1374,Portland,TN,Portland TN,36.5818133,-86.6538348,Tier,,5,2016,11480,1,37148
764,Chanhassen,MN,Chanhassen MN,44.816458,-93.6800375,Tier,,4.96,2007,23358,1,
1186,Ashland,OR,Ashland OR,42.1917072,-122.7110231,Tier,,4.9,1994,20232,1,
960,Cornelius,NC,Cornelius NC,35.4733623,-80.9257049,Tier,,4.8,,11969,1,28031
983,Huntersville,NC,Huntersville NC,35.4029505,-80.8921009,Tier,,4.8,,24960,1,28070
997,Mint Hill,NC,Mint Hill NC,35.1771535,-80.6524889,Tier,,4.8,,14922,0.9,
640,Hutchinson,KS,Hutchinson KS,38.0571907,-97.976389,Tier,,4.75,2015,40787,1,
1431,Hewitt,TX,Hewitt TX,31.4485465,-97.2283049,Tier,,4.72,2009,13588,1,76643
1480,San Antonio,TX,San Antonio TX,29.4816561,-98.6544883,Tier,,4.55,1997,1306900,1,78201
998,Monroe,NC,Monroe NC,35.0156205,-80.6316362,Tier,,4.5,2008,32797,1,
1027,Winston-Salem,NC,Winston-Salem NC,36.1047679,-80.3835413,Tier,,4.5,,185776,1,
984,Indian Trail,NC,Indian Trail NC,35.0750709,-80.7218831,Tier,,4.43,2007,11905,1,28079
1660,Omak,WA,Omak WA,48.433339,-119.5547793,Tier,,4.28,1984,4845,1,
994,Lumberton,NC,Lumberton NC,34.6415021,-79.1047813,Tier,,4.25,1997,21542,1,
881,Rogers,MN,Rogers MN,45.1927639,-93.5802519,Tier,,4.1,2002,3588,1,55374
343,Fairburn,GA,Fairburn GA,33.4036378,-84.6445081,Tier,,4.08,2005,5464,1,30213
1150,Union,OH,Union OH,39.9126284,-84.2921184,Tier,,4,1987,6448,0.9,
1479,San Angelo,TX,San Angelo TX,31.4323577,-100.5871213,Tier,,4,2009,91880,1,76901
370,Roswell,GA,Roswell GA,34.0451059,-84.4102289,Tier,,3.95,,79334,1,30075
1620,Fife,WA ,Fife WA ,47.2318562,-122.4296175,Tier,,3.78,2004,9281,0.5,
9,Flagstaff,AZ,Flagstaff AZ,35.1811269,-111.7480419,Tier,,3.74,2003,68667,1,86001
1212,Lebanon,OR,Lebanon OR,44.5331267,-122.9402729,Tier,,3.47,2010,12950,1,97355
330,Conyers,GA,Conyers GA,33.6599763,-84.0544176,Tier,,3.33,2002,10689,1,30012
448,Laurens ,IA,Laurens  IA,42.8476341,-94.8674401,Tier,,3.25,,1258,1,50554
626,Abilene,KS,Abilene KS,38.9220278,-97.2665808,Tier,,3.25,1999,6844,1,67410
1381,Abilene,TX,Abilene TX,32.4840985,-99.8764611,Tier,,3.25,2003,118117,1,79601
1572,Staunton,VA,Staunton VA,38.1593896,-79.1329502,Tier,,3.2,,23853,1,24401
1036,Columbus,NE,Columbus NE,41.4329369,-97.4190002,Tier,,3,2018,23128,1,
1367,Lenoir City,TN,Lenoir City TN,35.743162,-84.144293,Tier,,3,2017,9106,1,37771
1487,Stephenville,TX,Stephenville TX,32.2151569,-98.2883227,Tier,,3,2002,17050,1,76401
1567,Prince George County,VA,Prince George County VA,37.1572297,-77.3259043,Tier,,3,2014,37253,1,
996,Mecklenburg County,NC,Mecklenburg County NC,35.2586533,-81.0843451,Tier,,2.68,,695454,1,
1366,Lebanon,TN,Lebanon TN,36.1871121,-86.4893224,Tier,,2.5,2017,31317,1,37087
935,Columbia - Boone County,MO,Columbia - Boone County MO,38.9466773,-92.4709221,Tier,,2.25,1993,115276,1,65201
603,Plymouth,IN,Plymouth IN,41.3459311,-86.3547087,Tier,,2.05,,9840,1,46563
471,Reinbeck,IA,Reinbeck IA,42.3221412,-92.6171605,Tier,,2,2008,1751,1,50669
627,Andover,KS,Andover KS,37.6868403,-97.1656893,Tier,,2,2005,6698,1,67002
1030,Zebulon,NC,Zebulon NC,35.8403049,-78.3743273,Tier,,2,,4433,1,
1222,Philomath,OR,Philomath OR,44.5429644,-123.3680739,Tier,,2,1999,3838,1,97370
1350,Bristol,TN,Bristol TN,36.5322,-82.3494923,Tier,,2,2014,26626,1,37620
1090,Huron,OH,Huron OH,41.4007666,-82.5945574,Tier,,1.67,2017,7149,1,
1568,Prince William County,VA,Prince William County VA,38.7220583,-77.607373,Tier,,1.55,1994,280813,1,
637,Garden City,KS,Garden City KS,37.9792935,-100.8783031,Tier,,1.5,,26658,1,
1689,Sumas,WA,Sumas WA,48.994033,-122.3061701,Tier,,1.5,2005,1265,1,
52,Redding,CA,Redding CA,40.5741238,-122.502813,Tier,,1.32,1993,89861,1,96001
633,Dodge City,KS,Dodge City KS,37.7598208,-100.069403,Tier,,1.28,2009,25176,1,67801
1007,Person County,NC,Person County NC,36.3892396,-79.1143613,Tier,,1,2013,,1,
2,Birmingham ,AL,Birmingham  AL,33.5314448,-86.9902205,Tier,,0.83,,212157,1,35201
1676,Seattle,WA,Seattle WA,47.6131746,-122.4821467,Tier,,31.95,1987,602778,1,
1631,King County,WA,King County WA,47.4325157,-122.0835656,Tier,,24.08,1986,1969722,1,
536,Berne,IN,Berne IN,40.6577442,-84.9912208,Tier,,24,,4114,1,46711
1678,Shelton,WA,Shelton WA,47.2202825,-123.1472983,Tier,,22.7,1995,8442,1,
1636,Lake Forest Park,WA,Lake Forest Park WA,47.7554109,-122.3253144,Tier,,18.65,1990,13142,0.5,
1679,Shoreline,WA,Shoreline WA,47.755885,-122.3430729,Tier,,17.87,2009,53007,0.8,
720,Ann Arbor,MI,Ann Arbor MI,42.2732991,-83.8077289,Tier,,16.01,1980,114024,1,
1697,University Place,WA,University Place WA,47.2156277,-122.6146085,Tier,,15.93,1995,29933,1,
1695,Tukwila,WA,Tukwila WA,47.4755522,-122.2793172,Tier,,15.42,1989,17181,0.9,
1465,North Richland Hills,TX,North Richland Hills TX,32.8602571,-97.2952578,Tier,,15.41,,64050,1,76180
123,Apopka,FL,Apopka FL,28.7038464,-81.5939843,Tier,,15,2002,41542,1,32703
1671,Renton,WA,Renton WA,47.4814967,-122.25731,Tier,,14.85,1987,92812,1,
103,Loveland,CO,Loveland CO,40.2233476,-105.2859206,Tier,,14.53,1987,71334,1,80537
1659,Olympia,WA,Olympia WA,47.0394291,-122.9639081,Tier,,14.05,1986,46478,1,
1706,Woodway,WA,Woodway WA,47.790629,-122.4085441,Tier,,12.81,,1307,0.8,
84,Denver,CO,Denver CO,39.6476682,-105.0322098,Tier,,12.75,1980,649495,1,80202
167,Fort Lauderdale,FL,Fort Lauderdale FL,26.1410956,-80.2156069,Tier,,12,1992,168528,1,33301
1298,West Chester,PA,West Chester PA,39.9602166,-75.6231406,Tier,,11.73,2016,18461,1,19380
1294,Susquehanna Township,PA,Susquehanna Township PA,40.3075701,-76.9054633,Tier,,11.6,2020,25107,1,18847
1635,Lacey,WA,Lacey WA,47.0494738,-122.8586101,Tier,,11.36,1986,31226,1,98503
511,Moline,IL,Moline IL,41.4699122,-90.556011,Tier,,11.24,2000,42916,1,61265
1663,Pierce County,WA,Pierce County WA,47.0661273,-122.3934002,Tier,,10.61,1991,807904,1,
1382,Addison,TX,Addison TX,33.1143121,-96.7427317,Tier,,10.5,2012,13056,1,75001
1708,Yelm,WA,Yelm WA,46.9427898,-122.6950386,Tier,,10.25,1999,3289,1,
1628,Kelso,WA,Kelso WA,46.124687,-122.9246113,Tier,,10.23,1993,11934,1,98626
1278,Lycoming County,PA,Lycoming County PA,41.343882,-77.055262,Tier,2480,10,2020,116111,1,
140,Cape Canaveral,FL,Cape Canaveral FL,28.3882309,-80.624272,Tier,,9,2003,9916,1,32920
962,Creedmoor,NC,Creedmoor NC,36.1235139,-78.6939956,Tier,,8.92,2012,4129,1,27522
1637,Lake Stevens,WA,Lake Stevens WA,48.014208,-122.1214363,Tier,,8.67,1997,6361,1,
110,Southeast Metro Stormwater Authority,CO,Southeast Metro Stormwater Authority CO,39.5814602,-104.8160962,Tier,,8.61,2006,,0.5,
1062,Cincinnati,OH,Cincinnati OH,39.1364522,-84.6104411,Tier,,8.28,1984,296223,1,
1624,Ilwaco,WA,Ilwaco WA,46.3090229,-124.0668524,Tier,,8.28,2011,936,1,98624
1274,LeMoyne Borough,PA,LeMoyne Borough PA,40.3198363,-76.8700831,Tier,,7.7,,4638,1,17043
115,New London,CT,New London CT,41.3317426,-72.1268438,Tier,,7.5,2018,27569,1,6320
691,Shrewsbury,MA,Shrewsbury MA,42.2866726,-71.783872,Tier,,7.5,2019,37387,1,
119,Wilmington,DE,Wilmington DE,39.729881,-75.599524,Tier,,7.18,2006,71305,1,19801
1844,Huntington,WV,Huntington WV,38.4078562,-82.5820191,Tier,,7.15,2017,49138,1,25701
1401,Colleyville,TX,Colleyville TX,32.892052,-97.2133208,Tier,,7,1993,23328,1,76034
1703,West Richland,WA,West Richland WA,46.3108861,-119.5489468,Tier,,7,2006,8358,1,
1496,University Park,TX,University Park TX,32.8511552,-96.8276578,Tier,,6.78,,24182,0.8,75205
1446,Laredo,TX,Laredo TX,27.5461133,-99.6752924,Tier,,6.5,,215484,1,78040
743,Bemidji,MN,Bemidji MN,47.4757106,-94.9446333,Tier,,6.44,,13657,1,56601
498,Arlington Heights,IL,Arlington Heights IL,42.0861975,-88.0535615,Tier,,6.25,,75525,1,60004
687,Newton,MA,Newton MA,42.3253516,-71.2837174,Tier,,6.25,2006,83829,1,
112,Westminster,CO,Westminster CO,39.8934427,-105.146634,Tier,,6,2001,110945,1,80030
1441,Killeen,TX,Killeen TX,31.0810943,-97.7718784,Tier,,6,2001,102003,1,76540
1650,Moses Lake,WA,Moses Lake WA,47.1317821,-119.4078222,Tier,,5.91,,14953,1,
1549,Charlottesville,VA,Charlottesville VA,38.0402019,-78.5550136,Tier,,5.86,2013,43511,1,22902
970,Forsythe County,NC,Forsythe County NC,36.1176164,-80.4158952,Tier,,5.77,2006,306067,1,
80,Brighton,CO,Brighton CO,39.9589947,-104.9411288,Tier,,5.5,2011,35719,1,80601
659,Valley Center,KS,Valley Center KS,37.8283933,-97.4048568,Tier,,5.5,2008,4883,1,
685,Millis,MA,Millis MA,42.1662722,-71.3962883,Tier,,5.5,2017,8216,1,
1410,Denton,TX,Denton TX,33.2377992,-97.285235,Tier,,5.45,2002,117187,1,76201
502,Champaign,IL,Champaign IL,40.1146914,-88.3121289,Tier,,5.24,2012,81055,1,61820
481,State Center,IA,State Center IA,42.0148167,-93.182807,Tier,,5.08,,1349,1,50247
686,Milton,MA,Milton MA,42.2392962,-71.1161684,Tier,,5.08,2016,27003,1,
1426,Glenn Heights,TX,Glenn Heights TX,32.543298,-96.8916112,Tier,,5.08,2009,11511,0.8,75115
1846,Milton,WV,Milton WV,38.43687,-82.1676421,Tier,,5.08,2016,2498,1,25541
1229,Salem,OR,Salem OR,44.9331489,-123.1682899,Tier,,5.04,2010,156244,1,97301
563,Franklin,IN,Franklin IN,39.5012345,-86.11832,Tier,,5,2009,23712,1,46131
658,Topeka,KS,Topeka KS,39.0129707,-95.8481135,Tier,,5,1996,122377,1,
1010,Raleigh,NC,Raleigh NC,35.843965,-78.7851393,Tier,,5,2004,416468,1,
1332,North Augusta,SC,North Augusta SC,33.5209471,-81.988507,Tier,,5,2002,17574,1,29841
1680,Skagit County,WA,Skagit County WA,48.473069,-122.8480142,Tier,,5,1994,102979,0.5,
387,Ames,IA,Ames IA,42.0258989,-93.6613958,Tier,,4.95,1994,50731,1,50010
1471,Red Oak,TX,Red Oak TX,32.5017805,-96.7802178,Tier,,4.85,2016,10769,1,75154
1008,Pineville,NC,Pineville NC,35.0814141,-80.9219684,Tier,,4.68,,3449,1,
234,Niceville,FL,Niceville FL,30.5224243,-86.5490763,Tier,,4.51,2004,12941,1,32578
732,Alexandria,MN,Alexandria MN,45.8763606,-95.4461678,Tier,,4.5,2005,8820,1,
1693,Thurston County,WA,Thurston County WA,46.9782523,-122.9825708,Tier,,4.5,2002,207355,1,
1495,Universal City,TX,Universal City TX,29.5542551,-98.3385623,Tier,,4.47,2004,16569,1,78148
684,Longmeadow,MA,Longmeadow MA,42.0483386,-72.6047734,Tier,3400,4.43,2017,15827,1,
168,Fort Meade,FL,Fort Meade FL,27.7593891,-81.8325924,Tier,,4.25,1990,5696,1,33841
1414,El Paso,TX,El Paso TX,31.8113481,-106.5646011,Tier,,4.25,2007,665568,1,79901
621,Westfield,IN,Westfield IN,40.047404,-86.2354423,Tier,,4.16,2008,9293,1,46074
520,Rock Island,IL,Rock Island IL,41.4651113,-90.6625151,Tier,,4.03,2002,39020,1,61201
1079,Gambier,OH,Gambier OH,40.374395,-82.4036247,Tier,,4,,2396,1,
1117,New London,OH,New London OH,41.0801353,-82.4470989,Tier,,4,2005,2455,1,
1390,Belton,TX,Belton TX,31.0433502,-97.5541663,Tier,,4,2007,18486,1,76513
1674,San Juan County,WA,San Juan County WA,48.5579386,-123.2639192,Tier,,3.85,2005,15844,1,
1019,Swansboro,NC,Swansboro NC,34.6943775,-77.180627,Tier,,3.75,2016,2993,1,
1100,Louisville,OH,Louisville OH,40.8369302,-81.2994234,Tier,,3.5,2005,9186,1,
413,Coon Rapids,IA,Coon Rapids IA,41.8751847,-94.697174,Tier,,3.47,,1305,1,50058
680,Chelmsford,MA,Chelmsford MA,42.6016701,-71.4260559,Tier,,3.33,2017,33802,1,
695,Annapolis,MD,Annapolis MD,38.9725304,-76.5397138,Tier,,3.33,2003,35838,1,
1357,Germantown,TN,Germantown TN,35.0751163,-89.8602646,Tier,,3.25,2010,39161,1,38138
1467,Plano,TX,Plano TX,33.0614715,-96.8767091,Tier,,3.1,,255700,1,75023
385,Algona,IA,Algona IA,43.0725586,-94.3108484,Tier,,3,,5741,1,50511
418,Decorah,IA,Decorah IA,43.299994,-91.8380074,Tier,,3,2016,7957,1,52101
447,Lake Mills,IA,Lake Mills IA,43.4156686,-93.552885,Tier,,3,,2100,1,50450
1057,Campbell,OH,Campbell OH,41.076463,-80.6229393,Tier,,3,2007,8235,1,
1073,Findlay,OH,Findlay OH,41.0413534,-83.6689009,Tier,,3,1999,41202,1,
1087,Hubbard,OH,Hubbard OH,41.1595698,-80.6001208,Tier,,3,2007,8284,1,
1362,Johnson City,TN,Johnson City TN,36.3472264,-82.4772012,Tier,,3,2007,63815,1,37601
1710,Altoona,WI,Altoona WI,44.8009286,-91.4728279,Tier,,3,2007,6789,1,54720
834,Maple Plain,MN,Maple Plain MN,45.0102613,-93.6695877,Tier,,2.97,2005,1792,1,55348
421,DeWitt,IA,DeWitt IA,41.8243081,-90.5637846,Tier,,2.75,,5049,1,52742
1399,Cleburne,TX,Cleburne TX,32.3577546,-97.4810558,Tier,,2.75,2004,29681,1,76031
116,Washington,DC,Washington DC,38.8956035,-77.0332126,Tier,,2.67,,601723,1,20001
505,East Moline,IL,East Moline IL,41.5142587,-90.5095064,Tier,,2.61,2009,20333,1,61244
1160,Xenia,OH,Xenia OH,39.6860011,-84.0112716,Tier,,2.5,,25925,1,
1451,Lockhart,TX,Lockhart TX,29.8826878,-97.7465194,Tier,,2.5,2001,14238,1,78644
1402,Converse,TX,Converse TX,29.5124651,-98.3431783,Tier,,2.43,2010,18643,1,78109
1466,Odessa,TX,Odessa TX,31.8768248,-102.4836372,Tier,,2.15,2009,116861,1,79760
197,Lake Alfred,FL,Lake Alfred FL,28.1115315,-81.7603934,Tier,,2,1999,5077,1,33850
477,Sioux Center,IA,Sioux Center IA,43.0765131,-96.2091883,Tier,,2,2007,6327,1,51250
533,Batesville,IN,Batesville IN,39.2977462,-85.2528598,Tier,,2,2005,6033,1,47006
665,Glasgow,KY,Glasgow KY,37.0063099,-85.9989946,Tier,,2,2012,14059,1,
1459,Midland,TX,Midland TX,32.029221,-102.2623213,Tier,,2,2018,132950,1,79701
66,Santa Cruz,CA,Santa Cruz CA,36.9758708,-122.1175196,Tier,,1.77,1994,59946,1,95060
975,Granville County,NC,Granville County NC,36.2823658,-78.9107273,Tier,,1.5,2012,59976,1,
1341,Sumter County,SC,Sumter County SC,33.9065563,-80.5502282,Tier,,1.25,2010,107460,1,
1392,Bexar County,TX,Bexar County TX,29.4378789,-98.7419112,Tier,,1.1,2008,145336,1,
1107,Massillon,OH,Massillon OH,40.7743277,-81.5968158,Tier,,1,2010,32106,1,
1403,Coppell,TX,Coppell TX,32.9586785,-97.0527153,Tier,,1,2004,39462,1,75019
1458,Mexia,TX,Mexia TX,31.6828052,-96.5143699,Tier,,1,2019,7394,1,76667
555,Delaware County,IN,Delaware County IN,40.2281206,-85.5367354,Tier,,0.95,,48682,1,
74,Woodland,CA,Woodland CA,38.6751022,-121.8097156,Tier,,0.48,,55468,1,95695
1223,Portland,OR,Portland OR,45.5428679,-122.7944095,ERU,2280,29.68,1977,593820,1,97201
1215,Milwaukie,OR,Milwaukie OR,45.4434607,-122.6204634,ERU,2706,25.22,1994,20490,0.9,97222
1597,Buckley,WA,Buckley WA,47.1623518,-122.0437875,ERU,8000,23.77,1992,4354,1,98321
648,Mission,KS,Mission KS,39.0258465,-94.655912,ERU,2600,19,2004,9727,0.9,
1716,Bayside,WI,Bayside WI,43.1834157,-87.9378054,ERU,5269,18.58,2009,4411,0.5,54723
